note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword,xsec_token
66909a69000000002500080c,video,假肢如何过安检？大智的动作很丝滑吧～,很多人问价值是怎么过安检的，刚好之前有拍过过机场安检的过程，跟大家分享丝滑取假肢的瞬间哦☺️#假肢[话题]# #假肢女孩[话题]# #假肢如何过安检[话题]#  #分享日常[话题]#,http://sns-video-bd.xhscdn.com/pre_post/1040g0cg3154t0a0khe005nhht2b09bf32ags5bg,1.72075E+12,2024/7/12 2:52,5e31e896000000000100ade3,廖智,https://sns-avatar-qc.xhscdn.com/avatar/62f45e8fc4fd50179a3652df.jpg,28万,1.1万,4391,1297,,http://sns-webpic-qc.xhscdn.com/202412241435/8f4dce12a7ab3f94321f250442768de3/1040g0083154t2vr30u705nhht2b09bf35nvrf0g!nd_dft_wlteh_jpg_3,"假肢,假肢女孩,假肢如何过安检,分享日常",1.73502E+12,https://www.xiaohongshu.com/explore/66909a69000000002500080c?xsec_token=AByESv7ov0RG26AsygRHLudIg8JhLM87qEBCvRMCs1FaA=&xsec_source=pc_search,假肢,AByESv7ov0RG26AsygRHLudIg8JhLM87qEBCvRMCs1FaA=
650bb78b000000001e023e93,video,看我如何杀出重围,,http://sns-video-bd.xhscdn.com/pre_post/1040g0cg30p94c10142004a69fac3n288f57gpg0,1.69527E+12,2023/9/21 3:24,5b23583be8ac2b75820d8908,春游哥哥,https://sns-avatar-qc.xhscdn.com/avatar/627e6629873109c5e94663ca.jpg,18.4万,6654,1680,702,,http://sns-webpic-qc.xhscdn.com/202412241435/b65ac5481509252ef3799e926a7970d1/1040g00830p94cpasjue04a69fac3n2881j7li08!nd_dft_wlteh_jpg_3,,1.73502E+12,https://www.xiaohongshu.com/explore/650bb78b000000001e023e93?xsec_token=ABCjkEZnlEDPRVxWX6y5aa72sOY6oPuNITlYrccMDjdhs=&xsec_source=pc_search,假肢,ABCjkEZnlEDPRVxWX6y5aa72sOY6oPuNITlYrccMDjdhs=
66c5c42a000000001d03ba48,video,为什么不选择截肢了 穿假肢,#回应[话题]# #认真生活才能找到藏起来的糖果[话题]#,http://sns-video-bd.xhscdn.com/pre_post/1040g0cg316oqcae53k005oaih8t0jo40avu0mk0,1.72424E+12,2024/8/21 10:40,61528a3a000000000201e080,聪白甜,https://sns-avatar-qc.xhscdn.com/avatar/660e046d2fa8befe88c91d24.jpg,6.7万,1702,592,53,,http://sns-webpic-qc.xhscdn.com/202412241435/50d6aa53d8b2f03cf9c3312d8cc62938/1040g008316oqe32fgo005oaih8t0jo40recr14g!nd_dft_wlteh_jpg_3,"回应,认真生活才能找到藏起来的糖果",1.73502E+12,https://www.xiaohongshu.com/explore/66c5c42a000000001d03ba48?xsec_token=ABJU2JoaKcxu3hJa75RLzGlV4Jc1W9FG2CdzzQSSDzYys=&xsec_source=pc_search,假肢,ABJU2JoaKcxu3hJa75RLzGlV4Jc1W9FG2CdzzQSSDzYys=
65b706ca000000002d001908,normal,买到了心心念念的假肢,"贵是贵了点但是挺值得的 穿衣服好看多了 不会显得不对称 之前穿长袖总是空空如也 现在不害怕穿修身的衣服了[哭惹R]
#假肢[话题]# #假肢女孩[话题]# #假肢定制[话题]# #义肢[话题]#",,1.70649E+12,2024/1/29 2:00,5a76dbf1e8ac2b2b060b8dd4,你的月月,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3142vcjbu2e004a190kdv33ekvgnrlgg,4万,1007,3203,446,,"http://sns-webpic-qc.xhscdn.com/202412241435/1838c423c2ae74e399cb36dfd2346a19/1040g00830ugdqb375c004a190kdv33ekfho19n8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/3f0796ee87f7f30c5fd05f7f56b13a42/1040g00830ugdqb375c0g4a190kdv33ekeokkc1o!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/b03ec1a273cf66ff0ce0e770c7f47bee/1040g00830ugdqb375c104a190kdv33ekrnl0ggg!nd_dft_wlteh_jpg_3","假肢,假肢女孩,假肢定制,义肢",1.73502E+12,https://www.xiaohongshu.com/explore/65b706ca000000002d001908?xsec_token=AB6sATugKuqhrzPNQO2nRUVYGPxmC8sCRPminzNR2_3No=&xsec_source=pc_search,假肢,AB6sATugKuqhrzPNQO2nRUVYGPxmC8sCRPminzNR2_3No=
66f293f7000000001902fc02,video,假肢上线！,,http://sns-video-bd.xhscdn.com/pre_post/1040g0cg3184in9dhjk204a49chfovfluqh6me5g,1.72717E+12,2024/9/24 10:27,5ac4df8f11be100cf0a7bebe,朝和日奈,https://sns-avatar-qc.xhscdn.com/avatar/636cfdcdd68cd7abcef7396e.jpg,3.9万,2942,524,2857,,http://sns-webpic-qc.xhscdn.com/202412241435/2e6fe35d4447187fa7556581ad8785ac/1040g2sg3184ioqjbgs704a49chfovflu2j6i0b0!nd_dft_wlteh_jpg_3,,1.73502E+12,https://www.xiaohongshu.com/explore/66f293f7000000001902fc02?xsec_token=ABxL9MIEfbj2idgFYuqTdu3MHfkb1c87MAa_eUk2udi2E=&xsec_source=pc_search,假肢,ABxL9MIEfbj2idgFYuqTdu3MHfkb1c87MAa_eUk2udi2E=
65ec04bc0000000003036aa2,normal,义乳|直面美好身体的缺陷,"虽然很少有人知道我的真名
但是当最后一幕出现自己的名字的时候还是有被感动到，距离上一次“小杨的义肢”项目已经快两年了，在尤目工作也到了第五个年头，感觉时光飞逝。
做了这么多身体装饰后
最喜欢的是这“一颗胸”
#女性成长[话题]#
#设计分享[话题]# #YVMIN[话题]# #宝藏配饰[话题]# #工作日常[话题]# #身体装饰[话题]#",,1.70997E+12,2024/3/14 1:10,5b91cb8ddf1f9e000135831e,Ggggia,https://sns-avatar-qc.xhscdn.com/avatar/62622758bccf973ee0c1482d.jpg,1.6万,1516,906,1249,,"http://sns-webpic-qc.xhscdn.com/202412241435/9a444604f49542ac47c686e671568941/1040g00831045q9fn661g4aroft5or0ouuk1j33o!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/5fafc5826de732485dae978553579274/1040g00831045q9fn660g4aroft5or0ouqgekhuo!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/a700dd7eb67164432c08758344fb7c14/1040g00831045q9fn66104aroft5or0ouc95vncg!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/ac47e680b49a0b8150d6d5c3ba10015f/1040g00831045q9fn66004aroft5or0ou6d8bucg!nd_dft_wlteh_jpg_3","女性成长,设计分享,YVMIN,宝藏配饰,工作日常,身体装饰",1.73502E+12,https://www.xiaohongshu.com/explore/65ec04bc0000000003036aa2?xsec_token=ABo2qkFo4f0Qweij76AJn62fOOrQUYfqzPEkazzKhtmSk=&xsec_source=pc_search,假肢,ABo2qkFo4f0Qweij76AJn62fOOrQUYfqzPEkazzKhtmSk=
652f8e9a000000001e03ea73,video,光腿神器——放肆穿裙装短裤的好伴侣！,"茉寻光腿神器，拒绝假肢感，超自然，轻松get漫画腿。
感谢 @美洋MEIYANG 的分享~
#光腿神器[话题]#   #光腿神器推荐[话题]#  #光腿神器分享[话题]# #穿搭[话题]# #茉寻[话题]#",http://sns-video-bd.xhscdn.com/spectrum/1040g0jg30qc40ptc0c005nd4b1p086r0301a8m0,1.69762E+12,2024/2/2 2:50,5da458720000000001001b60,茉寻,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310bk9svcme005nd4b1p086r0rbln0h8,1.5万,1.1万,332,951,,http://sns-webpic-qc.xhscdn.com/202412241435/56183dc0223e4aba6e03c09dfdc5e567/110/0/01e52f8bc9109c3f0010000000018b41ba1ec6_0.jpg!nd_dft_wlteh_jpg_3,"光腿神器,光腿神器推荐,光腿神器分享,穿搭,茉寻",1.73502E+12,https://www.xiaohongshu.com/explore/652f8e9a000000001e03ea73?xsec_token=ABmHYOluIlUWAv_wLSv3xv22QUbK0HJFS7cltKZtj4zsY=&xsec_source=pc_search,假肢,ABmHYOluIlUWAv_wLSv3xv22QUbK0HJFS7cltKZtj4zsY=
65be23350000000001032aea,video,意外截肢了怎么办,"第一步就是恢复身体，心里重建，需要有一个适应的过程。这个时候一定要放平心态，毕竟不幸已经发生了。
第二步就是对抗幻肢痛了，这个时间长短因人而异，大概一个月左右。
接下来就是装配假肢，适应假肢，大概也需要一个月适应。
最后就是肌肉力量复健了，只要残肢没有问题，不管是大腿截肢还是小腿截肢都可以正常行走的[微笑R]
当然，希望你们永远也用不到这些知识[微笑R]
#假肢[话题]# #康复训练[话题]#",http://sns-video-bd.xhscdn.com/pre_post/1040g2t030unbrlgule005o5jmhf082h9ch6j3eo,1.70696E+12,2024/2/3 11:27,60b3b45e0000000001000a29,降八度的调调,https://sns-avatar-qc.xhscdn.com/avatar/61ed7fcc29b975e6105d63e7.jpg,1.3万,589,430,255,,http://sns-webpic-qc.xhscdn.com/202412241435/0938018fd1880d8716d97bbc6d981a65/1040g2sg30unc1blqlg005o5jmhf082h9ql5tk70!nd_dft_wlteh_jpg_3,"假肢,康复训练",1.73502E+12,https://www.xiaohongshu.com/explore/65be23350000000001032aea?xsec_token=AB1zLNvDtbUQNiNivTU7vNE9EC5sJ14XhPLT0nI0fiii8=&xsec_source=pc_search,假肢,AB1zLNvDtbUQNiNivTU7vNE9EC5sJ14XhPLT0nI0fiii8=
650ac166000000001e0338d3,normal,第一次露假肢出门，发现只有一个大爷看我,"以前只在家里或人少的地方才会露出假肢，今天是第一次裸穿假肢去闹市区，去之前做了很长时间的心理建设，甚至躲在地铁站的卫生间好久才出来，紧张得热了一头汗[汗颜R]，以为会引来很多目光。
	
但是结果让我挺意外的，一路上并没有什么人看我，只是在地铁上有个小孩比较好奇，边问阿姨你的腿为什么这样，边上手摸，被他爸妈制止了。emm……小家伙你可以摸我的“腿”，但别叫阿姨好吗[捂脸R]？算了叫阿姨也可以，但是别摸我的腿好吗[扯脸H]？咱不能一边礼貌一边不礼貌[doge]。
	
除了小孩，就只有中老年人会盯着看了，在武康大楼那么多人，只有一个大爷在看我（我知道大爷没有恶意，只是好奇或心疼[皱眉R]），其他人都忙着拍照打卡。可能因为这是在上海吧，年轻人比较多，都比较有礼貌和边界感，不会不加掩饰地打量一个人（还听到两个帅哥在背后说好帅[哇R]！！），这也是我喜欢上海的原因，感觉更加自由、包容和安全。
	
之前还担心露出假肢太显眼了，就不能放肆地抠鼻挠头葛优瘫了，发现并没有人关注我，太好了，以后可以放心地抠脚了[暗中观察R]。
	
小红书的宝宝们如果在街头碰到我，欢迎找我尬聊哈哈。
	
#假肢女孩[话题]# #街拍[话题]# #上海武康路[话题]# #武康路拍照[话题]##上海外滩[话题]# #外滩万国建筑群[话题]#",,1.6952E+12,2023/9/23 10:41,5a004cc511be1033372b1579,慢动作奶糖,https://sns-avatar-qc.xhscdn.com/avatar/6496ffc3403ec505d32953b5.jpg,1万,284,4225,74,,"http://sns-webpic-qc.xhscdn.com/202412241435/002530b91fe640ff43f64e575bbb5ec4/1040g00830p9mghe33oe049v7mh6ca5bp2dvkqn0!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/f8d53eee57e5ba923f38c2d05bc9a95c/1040g00830p86b8ll400g49v7mh6ca5bp3g3flt0!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/ab6c9fc309f7ed222221708e5ec13dc3/1040g00830p86b8ll401049v7mh6ca5bpehkhqh0!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/85e554ee3184c41ec2a9112bfc00cb64/1040g00830p86b8ll401g49v7mh6ca5bpi3v8nno!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/e142154c239965f4a455068235d40a79/1040g00830p86b8ll402049v7mh6ca5bpsnnp5no!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/42f069a459c2bb57d6f2fde6002de5b3/1040g00830p86b8ll402g49v7mh6ca5bppa7sje8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/7127f5e031a614cfe939cd1e34e6aba3/1040g00830p86b8ll403049v7mh6ca5bpd04der8!nd_dft_wlteh_jpg_3","假肢女孩,街拍,上海武康路,武康路拍照,上海外滩,外滩万国建筑群",1.73502E+12,https://www.xiaohongshu.com/explore/650ac166000000001e0338d3?xsec_token=ABofwgxTT4Z7KvcMzQogNq60WWD0fWJ9HrqgzSMK4hS_k=&xsec_source=pc_search,假肢,ABofwgxTT4Z7KvcMzQogNq60WWD0fWJ9HrqgzSMK4hS_k=
669f36dd000000002701d307,normal,义肢惊魂,这里绿萍偷偷放义肢吓楚濂，每次看都好爽啊。第一次没有心理准备被吓了一跳还可以理解。可是后来那几次还那么大反应，只能说他做贼心虚了，反正我当时看到这里的时候就觉得他的反应也太夸张了点，又不是真腿🦵，人家绿萍天天要带着它过日子的，只是让你看看你就这个德行了#小红书追剧人[话题]# #影视[话题]# #娱乐[话题]# #重温经典电视剧[话题]# #又见一帘幽梦[话题]# #秦岚[话题]# #绿萍[话题]# #琼瑶剧[话题]#,,1.72171E+12,2024/7/23 4:51,5aebf1a411be107f4d286acf,意味深长又毫无深意的微笑,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3143pfi62ho604a51knoq8qmfmodv060,8940,807,1883,2771,,"http://sns-webpic-qc.xhscdn.com/202412241435/26a7ed9787432da877faca15e0bdfdc6/1040g008315itd0bu1a0g4a51knoq8qmfeoept18!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/5df0974c8c831a52684da9e7555faa64/1040g008315j5m12qhc5g4a51knoq8qmf7pojd40!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/3c9b776f374ceeed1a8394a5cea35487/1040g008315j5m12qhc504a51knoq8qmf21l4lu8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/ffc33bb44691b8de98fc0ae015d0a968/1040g008315j5m12qhc6g4a51knoq8qmf711eqvg!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/acdfd8394724a0718d09be64fe27c87b/1040g008315j5m12qhc4g4a51knoq8qmftn0smjo!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/a68f3a517903116fcff5655c57c69151/1040g008315j5m12qhc304a51knoq8qmfld486bg!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/687a1c2cb1013cb8fce319affe5748de/1040g008315j5m12qhc2g4a51knoq8qmfgqvjcv8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/7d041f5a87a96ff5b86ddf7821936845/1040g008315j5m12qhc404a51knoq8qmf5ou4g28!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/f1c19a1bf4d3c4a9761fe8f4ae771664/1040g008315j5m12qhc3g4a51knoq8qmfjs6c3pg!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/6996d1ea7ef34891f4b6355a900aeb24/1040g008315j5m12qhc604a51knoq8qmff4a6r2g!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/9435fbc533eac90b24ac1efe64d986f2/1040g008315j5m12qhc1g4a51knoq8qmfg7npau0!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/ffb4db5754a06214025412f3421cae46/1040g008315j5m12qhc204a51knoq8qmfr300n7o!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/69069a57fc57ff3c42ea52705fb33060/1040g008315j5m12qhc104a51knoq8qmfpc7uj1o!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/0ce33c867d460f085995c62d2e167713/1040g008315j5m12qhc0g4a51knoq8qmfeajqq40!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/6237e5a709b36b0a9b237eff8dd2f3d4/1040g008315j5m12qhc004a51knoq8qmfng9l670!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/b5f316eb09b51b8786be1217a7eca21a/1040g2sg315j5m40d2odg4a51knoq8qmftou4fn8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/84184d11b8ae587dd19d7544e2b66bcf/1040g2sg315j5m40d2ocg4a51knoq8qmfaufqq50!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202412241435/9fef65ca40288592e8495a9f393d96bd/1040g2sg315j5m40d2oc04a51knoq8qmf107s23g!nd_dft_wlteh_jpg_3","小红书追剧人,影视,娱乐,重温经典电视剧,又见一帘幽梦,秦岚,绿萍,琼瑶剧",1.73502E+12,https://www.xiaohongshu.com/explore/669f36dd000000002701d307?xsec_token=ABxXa6cdb-ZiCMUkxlt_FiCEjmjkkx4XMNsjwW5UmhPhE=&xsec_source=pc_search,假肢,ABxXa6cdb-ZiCMUkxlt_FiCEjmjkkx4XMNsjwW5UmhPhE=
